,,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points
Steven Derochie,73363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,12,10,11,24,22,31,36,55,56,71,75,66,85,77,70,57,46,51,48,27,16,19,11,7,4,3,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Steven Jacobs,41260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,2,0,2,2,0,0,1,1,3,0,2,1,1,1,2,2,1,2,0,8,3,4,1,2,3,9,2,6,4,2,4,5,4,1,4,6,2,1,4,3,4,2,3,4,5,1,4,3,2,4,5,7,2,5,4,2,8,3,4,3,7,10,3,6,6,3,6,5,5,2,15,4,2,1,8,2,5,3,3,6,1,10,3,3,9,3,1,0,2,2,4,3,4,5,2,0,0,3,1,4,2,2,4,2,1,2,2,3,1,3,1,0,0,2,1,0,0,1,0,1,0,0,1,1,0,1,1,1,1,3,0,2,3,3,2,1,1,1,2,2,0,0,0,5,0,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,2,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,1,3,3,3,3,8,9,13,12,17,39,46,41,63,59,65,47,58,30,25,19,6,4,1,2,1,0
Steven Rico,4666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,3,1,0,4,3,3,2,1,2,6,2,2,2,8,6,4,7,6,3,8,7,8,8,5,9,5,4,12,7,5,11,4,9,6,5,10,7,9,6,8,5,6,8,8,4,6,6,11,13,6,1,7,8,4,6,2,9,7,1,3,6,7,9,7,8,6,5,10,6,5,7,7,8,7,9,3,10,5,6,5,4,4,6,5,6,5,3,8,6,2,8,6,6,7,5,5,7,3,4,0,4,7,3,3,2,0,5,3,4,5,4,2,4,5,3,1,2,2,0,4,3,0,1,2,5,2,2,3,1,2,0,1,0,0,1,3,3,3,3,4,3,1,3,2,1,2,3,1,3,0,1,2,3,2,0,1,0,1,2,1,3,1,1,1,2,1,2,0,0,2,0,3,1,2,2,1,1,0,0,2,1,0,0,1,0,1,1,2,1,0,1,1,0,1,0,2,2,2,2,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,2,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,1,0,1,3,4,2,8,5,5,11,14,14,14,25,15,13,25,15,13,11,8,8,5,1,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ståle Hakstad,42588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0,1,0,1,3,2,0,1,3,0,1,1,2,2,1,5,3,3,5,7,1,4,2,4,4,5,3,8,4,4,6,3,1,5,2,4,7,9,7,2,5,5,7,3,3,3,3,4,4,3,9,7,5,7,2,7,4,7,8,2,7,3,6,5,5,6,6,5,9,9,7,8,10,10,7,5,3,5,9,5,7,5,8,7,4,3,3,6,11,4,4,6,4,10,6,8,3,3,6,5,4,5,3,2,3,1,4,3,6,0,1,5,3,4,2,4,3,5,3,5,2,2,3,3,1,2,1,2,3,4,4,1,2,2,1,7,3,4,3,2,1,4,2,4,4,1,3,3,0,0,1,1,2,3,2,1,3,1,1,1,1,1,2,2,1,2,1,1,0,0,1,2,2,1,0,1,0,4,1,1,0,2,2,3,0,4,1,2,2,1,2,2,2,4,4,1,1,1,2,0,0,0,1,0,0,2,2,1,1,1,2,0,0,2,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,2,2,1,7,6,9,12,12,23,15,27,21,24,22,25,22,11,13,15,8,4,5,4,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sølve Andre Hatlen,41886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,2,1,0,0,0,2,2,0,0,1,3,0,1,2,2,0,1,3,2,0,0,0,0,0,0,0,1,1,0,2,0,0,1,1,2,0,1,1,3,1,3,0,0,0,1,2,1,0,1,1,0,1,0,0,0,0,1,2,0,3,0,0,1,1,1,1,2,1,0,0,1,0,0,1,0,0,2,1,3,1,0,0,1,1,0,2,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,2,0,0,0,4,1,0,0,1,0,0,0,1,0,2,1,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,3,2,11,8,11,22,21,27,35,48,46,68,65,60,75,64,61,53,41,46,40,25,12,17,10,6,4,3,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tad Carlson,89811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,3,0,0,2,0,1,1,0,0,2,2,4,2,1,1,4,2,4,2,2,3,3,4,1,3,4,1,3,1,0,3,1,3,1,1,0,1,1,2,1,1,4,4,2,0,0,2,0,1,2,2,0,3,3,0,3,1,0,0,1,2,3,1,1,1,2,1,0,0,0,1,0,0,0,0,0,0,0,1,1,2,0,0,1,0,1,2,2,0,0,0,0,1,1,0,2,0,0,0,1,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,2,0,6,15,12,18,24,42,65,88,83,91,101,75,78,48,44,25,17,7,3,1,1,1
Tanner Girouard,88077,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,1,0,3,3,6,6,5,2,6,1,4,5,10,3,4,7,8,11,13,8,11,14,9,8,14,13,13,13,12,13,13,13,16,9,12,21,18,11,19,10,14,14,15,20,27,21,11,16,5,10,15,14,11,13,12,9,10,6,20,9,6,9,8,5,6,11,16,9,6,6,8,8,5,13,9,9,10,5,3,12,8,8,8,3,8,4,2,3,7,3,4,3,6,3,3,4,6,6,2,0,3,3,0,1,5,1,2,6,5,3,3,6,2,3,2,4,2,1,0,2,2,0,4,1,1,2,2,3,0,3,0,2,3,1,0,1,1,0,2,0,1,0,1,0,1,1,1,0,0,1,0,1,1,0,1,1,0,1,1,3,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tanner McCartney,97556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,12,15,22,54,72,98,100,108,117,96,102,62,59,34,22,7,5,2,1,1
Tateki Noma,33099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,1,1,2,1,0,0,0,1,2,1,0,0,1,0,1,0,1,1,1,0,0,3,0,2,2,3,1,1,2,0,2,2,4,0,1,2,1,4,4,2,0,2,0,4,1,3,0,2,5,5,1,5,4,6,4,3,1,5,3,5,3,5,6,2,0,2,3,2,3,1,1,3,3,1,3,1,4,2,3,2,1,1,4,1,0,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0,0,1,0,2,2,2,3,0,0,0,0,1,2,1,1,0,0,3,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,3,0,0,0,1,1,0,0,0,0,2,2,1,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,3,4,2,8,13,13,19,23,46,53,82,84,76,86,64,75,44,41,23,17,4,4,0,1,0
Taylor Rafaleowski,111099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,2,0,0,2,0,1,0,1,1,1,1,1,0,1,2,1,2,2,2,2,3,3,2,3,2,4,2,5,0,0,3,2,2,3,3,3,4,4,3,0,3,4,3,3,1,3,4,1,3,11,4,4,3,3,6,2,0,5,3,0,2,3,2,5,4,5,4,2,4,3,6,4,1,3,4,1,2,2,6,4,0,4,2,8,3,2,2,5,4,5,3,6,2,3,5,6,6,3,4,5,5,3,2,1,2,4,5,2,2,1,5,4,3,6,0,5,5,4,1,2,1,3,2,1,0,3,5,0,0,2,1,1,0,4,1,1,1,4,4,5,1,0,0,1,1,1,3,2,0,1,3,0,1,4,1,2,2,2,6,2,1,2,3,2,2,2,2,2,1,0,5,4,1,0,1,0,2,2,1,5,3,5,2,5,5,5,5,8,10,15,17,27,22,32,24,38,36,41,40,41,39,22,24,28,9,13,6,3,4,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Terran Ferguson,111010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,1,3,1,1,2,3,1,4,0,2,5,1,4,4,6,2,3,4,4,2,7,5,4,8,5,3,7,10,1,7,10,6,7,6,5,2,7,6,5,3,4,6,2,1,10,8,6,8,7,8,5,4,9,9,7,5,9,10,8,10,11,10,4,7,13,1,13,14,9,10,8,4,5,8,7,8,2,7,5,5,9,6,5,11,5,11,8,3,6,4,11,7,5,7,6,7,5,7,7,6,6,8,8,2,3,5,4,7,5,5,6,3,7,5,5,2,6,4,0,1,2,1,3,4,0,1,2,4,2,2,2,3,1,1,2,3,2,2,5,3,5,1,3,7,2,2,2,5,4,3,3,0,1,3,2,2,2,5,2,2,3,1,4,1,0,0,0,1,1,0,1,2,0,1,2,1,2,0,1,2,4,1,6,2,3,1,0,4,2,3,2,1,1,1,3,2,2,1,1,1,1,0,2,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,3,5,4,7,10,9,5,11,8,15,16,7,8,4,4,5,4,3,4,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Terrance Hummel,31977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,2,0,0,1,1,0,1,0,2,2,2,3,3,1,1,1,2,3,0,2,0,1,2,1,2,3,1,0,2,3,2,0,1,2,1,1,0,2,7,2,2,2,1,2,1,0,2,2,1,2,1,0,0,2,0,0,0,1,0,3,0,0,1,1,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,3,3,0,0,0,3,2,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,3,1,5,9,15,15,24,48,72,89,87,99,103,74,82,49,47,27,18,5,1,1,1,1
Terry Rothlisberger,57493,0,0,1,0,2,7,5,14,7,4,6,14,15,16,16,18,21,15,15,27,27,28,19,33,34,27,24,28,22,22,24,24,15,25,33,20,31,22,23,23,17,19,18,12,17,12,21,13,14,13,9,13,11,8,8,12,7,5,7,3,9,8,3,4,5,7,1,4,1,2,1,2,2,0,1,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thomas Earhart,54106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,3,2,1,1,0,0,3,1,1,2,3,4,4,7,4,6,4,4,6,5,4,4,7,6,7,10,10,11,12,4,10,16,6,7,13,8,12,14,3,9,6,9,10,12,17,5,11,7,12,9,8,15,5,16,2,13,11,8,15,15,4,7,6,7,8,8,9,8,8,4,2,9,9,8,6,3,10,13,14,5,6,6,4,7,8,6,6,5,8,4,8,7,7,5,5,7,9,5,3,6,2,4,5,4,3,6,4,5,4,5,2,6,5,5,5,6,5,1,3,2,7,6,2,4,4,4,2,4,3,1,6,1,2,6,3,2,5,2,2,4,4,5,1,5,2,6,1,2,1,0,3,4,2,2,2,1,4,4,4,2,3,2,1,1,1,2,1,5,3,2,1,2,1,2,1,0,0,2,2,2,0,1,1,1,0,1,1,0,2,1,1,0,0,1,1,0,1,0,0,2,1,0,2,0,1,3,0,1,2,3,2,1,5,3,2,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thomas Gilbert,85850,0,0,0,0,1,2,1,2,10,5,8,10,14,12,15,19,12,16,15,11,18,19,21,19,21,29,26,26,23,24,25,28,27,31,23,21,19,29,26,19,19,10,21,15,13,19,19,9,15,14,21,12,13,7,21,14,14,4,8,9,9,7,7,9,3,4,9,4,5,4,3,2,3,0,0,2,2,0,2,4,1,1,2,0,1,3,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thomas Grigg,148486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,2,0,4,1,0,0,0,2,3,0,0,2,2,2,1,0,1,0,0,2,1,3,2,2,2,3,0,1,0,1,2,1,0,0,0,1,2,3,2,1,0,3,4,0,0,2,1,1,0,0,0,0,2,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,0,1,2,0,1,0,0,0,0,1,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,3,4,10,13,16,24,50,69,91,88,98,111,85,85,49,50,30,15,7,5,1,0,1
